gene_symbol,gene_symbol_official,gene_name,gene_description,gene_type,aliases,other_names,ensembl_gene_id,ensembl_transcript_ids,ensembl_protein_ids,uniprot_swissprot,uniprot_trembl,uniprot_entry_name,entrez_gene_id,refseq_mrna,refseq_protein,refseq_genomic,hgnc_id,omim_id,pharmgkb_id,string_id,pdb_ids,ec_number,interpro_domains,pfam_domains,prosite_domains,chromosome,start_position,end_position,strand,protein_length,subcellular_location,taxonomy_id,homologene_id,wikipedia_url,pathways
CHRM3,CHRM3,cholinergic receptor muscarinic 3,"The muscarinic cholinergic receptors belong to a larger family of G protein-coupled receptors. The functional diversity of these receptors is defined by the binding of acetylcholine and includes cellular responses such as adenylate cyclase inhibition, phosphoinositide degeneration, and potassium channel mediation. Muscarinic receptors influence many effects of acetylcholine in the central and peripheral nervous system. The muscarinic cholinergic receptor 3 controls smooth muscle contraction and its stimulation causes secretion of glandular tissue. Alternative promoter use and alternative splicing results in multiple transcript variants that have different tissue specificities. [provided by RefSeq, Dec 2016].",protein-coding,EGBRS|HM3|PBS|m3AChR,"acetylcholine receptor, muscarinic 3|m3 muscarinic receptor|muscarinic acetylcholine receptor M3",ENSG00000133019,ENST00000255380|ENST00000448020|ENST00000468573|ENST00000481779|ENST00000487470|ENST00000492335|ENST00000615928|ENST00000674678|ENST00000675184|ENST00000675709,ENSP00000255380|ENSP00000404764|ENSP00000482377|ENSP00000502013|ENSP00000502129|ENSP00000502349|ENSP00000502667|ENSP00000545896|ENSP00000545897|ENSP00000545898,P20309,A0A6Q8PG67|B1AN12,ACM3_HUMAN,1131,NM_000740.4|NM_001347716.2|NM_001375978.1|NM_001375979.1|NM_001375980.1|NM_001375981.1|NM_001375982.1|NM_001375983.1|NM_001375984.1|NM_001375985.1,NP_000731.1|NP_001334645.1|NP_001362907.1|NP_001362908.1|NP_001362909.1|NP_001362910.1|NP_001362911.1|NP_001362912.1|NP_001362913.1|NP_001362914.1,NC_000001.11|NC_060925.1|NG_032046.2,1952,118494,PA112,9606.ENSP00000255380,2CSA|8E9W|8E9Y|8E9Z|8EA0,,IPR000276|IPR000995|IPR001183|IPR017452,PF00001,PS50262,1,239386513.0,239915452.0,1.0,590,Cell membrane|Postsynaptic cell membrane|Basolateral cell membrane,9606,20191.0,Muscarinic acetylcholine receptor M3,kegg:hsa04020|kegg:hsa04080|kegg:hsa04725|kegg:hsa04742|kegg:hsa04810|reactome:R-HSA-1430728|reactome:R-HSA-162582|reactome:R-HSA-163685|reactome:R-HSA-372790|reactome:R-HSA-373076|smpdb:SMP00225|smpdb:SMP00226|smpdb:SMP00227|smpdb:SMP00228|smpdb:SMP00229|wikipathways:WP117|wikipathways:WP455|wikipathways:WP4874|wikipathways:WP51|wikipathways:WP536
OPRM1,OPRM1,opioid receptor mu 1,"This gene encodes one of at least three opioid receptors in humans; the mu opioid receptor (MOR). The MOR is the principal target of endogenous opioid peptides and opioid analgesic agents such as beta-endorphin and enkephalins. The MOR also has an important role in dependence to other drugs of abuse, such as nicotine, cocaine, and alcohol via its modulation of the dopamine system. The NM_001008503.2:c.118A>G allele has been associated with opioid and alcohol addiction and variations in pain sensitivity but evidence for it having a causal role is conflicting. Multiple transcript variants encoding different isoforms have been found for this gene. Though the canonical MOR belongs to the superfamily of 7-transmembrane-spanning G-protein-coupled receptors some isoforms of this gene have only 6 transmembrane domains. [provided by RefSeq, Oct 2013].",protein-coding,LMOR|M-OR-1|MOP|MOR|MOR1|OPRM,mu opiate receptor|mu opioid receptor hMOR-1a|mu-type opioid receptor,ENSG00000112038,ENST00000229768|ENST00000330432|ENST00000337049|ENST00000360422|ENST00000414028|ENST00000419506|ENST00000428397|ENST00000434900|ENST00000435918|ENST00000452687,ENSP00000229768|ENSP00000328264|ENSP00000338381|ENSP00000353598|ENSP00000394624|ENSP00000399359|ENSP00000403549|ENSP00000410497|ENSP00000411903|ENSP00000413752,P35372,G8XRH4|L0E130|G8XRH5|A0A6H0WF09|B8K2Q5,OPRM_HUMAN,4988,NM_000914.5|NM_001008503.3|NM_001008504.4|NM_001008505.2|NM_001145279.4|NM_001145280.4|NM_001145281.3|NM_001145282.2|NM_001145283.2|NM_001145284.3,NP_000905.3|NP_001008503.2|NP_001008504.2|NP_001008505.2|NP_001138751.1|NP_001138752.1|NP_001138753.1|NP_001138754.1|NP_001138755.1|NP_001138756.1,NC_000006.12|NC_060930.1|NG_021208.2,8156,600018,PA31945,9606.ENSP00000394624,8EF5|8EF6|8EFB|8EFL|8EFO|8EFQ|8F7Q|8F7R|8K9K|8K9L|9MQH|9MQI|9MQJ,,IPR000105|IPR000276|IPR001418|IPR017452,PF00001,PS50262,6,154010496.0,154246867.0,1.0,400,"Cell membrane|Cell projection, axon|Perikaryon",9606,37368.0,?-opioid receptor,kegg:hsa04080|kegg:hsa04915|kegg:hsa05032|smpdb:SMP00392|smpdb:SMP00393|smpdb:SMP00394|smpdb:SMP00395|smpdb:SMP00396|wikipathways:WP24|wikipathways:WP455|wikipathways:WP69
OPRD1,OPRD1,opioid receptor delta 1,"Enables G protein-coupled enkephalin receptor activity. Involved in several processes, including G protein-coupled opioid receptor signaling pathway; cellular response to hypoxia; and positive regulation of peptidyl-serine phosphorylation. Is intrinsic component of plasma membrane. [provided by Alliance of Genome Resources, Apr 2022]",protein-coding,DOP|DOR|DOR1|OPRD,D-OR-1|DOR-1|delta opioid receptor 1|delta-type opioid receptor,ENSG00000116329,ENST00000234961,ENSP00000234961,P41143,,OPRD_HUMAN,4985,NM_000911.4,NP_000902.3,NC_000001.11|NC_060925.1,8153,165195,PA31942,9606.ENSP00000234961,4N6H|4RWA|4RWD|6PT2|6PT3|8F7S|8Y45,,IPR000276|IPR000321|IPR001418|IPR017452,PF00001,PS50262,1,28812170.0,28871267.0,1.0,372,Cell membrane,9606,20252.0,?-opioid receptor,kegg:hsa04022|kegg:hsa04071|kegg:hsa04080|reactome:R-HSA-1280215|reactome:R-HSA-162582|reactome:R-HSA-168256|reactome:R-HSA-372790|reactome:R-HSA-373076|wikipathways:WP24|wikipathways:WP455
CNR1,PCDHA4,protocadherin alpha 4,"This gene is a member of the protocadherin alpha gene cluster, one of three related gene clusters tandemly linked on chromosome five that demonstrate an unusual genomic organization similar to that of B-cell and T-cell receptor gene clusters. The alpha gene cluster is composed of 15 cadherin superfamily genes related to the mouse CNR genes and consists of 13 highly similar and 2 more distantly related coding sequences. The tandem array of 15 N-terminal exons, or variable exons, are followed by downstream C-terminal exons, or constant exons, which are shared by all genes in the cluster. The large, uninterrupted N-terminal exons each encode six cadherin ectodomains while the C-terminal exons encode the cytoplasmic domain. These neural cadherin-like cell adhesion proteins are integral plasma membrane proteins that most likely play a critical role in the establishment and function of specific cell-cell connections in the brain. Alternative splicing has been observed and additional variants have been suggested but their full-length nature has yet to be determined. [provided by RefSeq, Jul 2008].",protein-coding,CNR1|CNRN1|CRNR1|PCDH-ALPHA4,"KIAA0345-like 10|PCDH-alpha-4|ortholog of mouse CNR1|ortholog of mouse CNR1, KIAA0345-like 10|protocadherin alpha-4",ENSG00000291652,ENST00000708293|ENST00000708294|ENST00000708295|ENST00000708296|ENST00000708297,ENSP00000517144|ENSP00000517145|ENSP00000517146|ENSP00000517147|ENSP00000517148,Q9UN74,A0A5F9ZHY0|Q59H34|D6RA20|A0AAG2UV88,CNR1_HUMAN,56144,NM_018907.4|NM_031500.3,NP_061730.1|NP_113688.1,NC_000005.10|NC_060929.1|NG_000016.2|NG_050675.1|NG_050677.1,8670,606310,PA33016,9606.ENSP00000358513,1LVQ|1LVR|2B0Y|2KOE|2MZ2|2MZ3|2MZA|5TGZ|5U09|5XR8|5XRA|6KPG|6KQI|6N4B|7FEE|7V3Z|7WV9|8GAG|8GHV|8IKG,,IPR002126|IPR013164|IPR015919|IPR020894|IPR050174|IPR031904,PF00028|PF08266|PF15974,PS50268,5,140807037.0,141012347.0,1.0,472,Cell membrane|Membrane raft|Mitochondrion outer membrane,9606,130626.0,PCDHA4,
HRH1,DHX8,DEAH-box helicase 8,"This gene is a member of the DEAH box polypeptide family. The encoded protein contains the DEAH (Asp-Glu-Ala-His) motif which is characteristic of all DEAH box proteins, and is thought to function as an ATP-dependent RNA helicase that regulates the release of spliced mRNAs from spliceosomes prior to their export from the nucleus. This protein may be required for the replication of human immunodeficiency virus type 1 (HIV-1). Alternative splicing results in multiple transcript variants. [provided by RefSeq, Oct 2014].",protein-coding,DDX8|Dhr2|HRH1|PRP22|PRPF22,ATP-dependent RNA helicase DHX8|DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 8 (RNA helicase)|DEAH (Asp-Glu-Ala-His) box polypeptide 8|DEAH box protein 8|RNA helicase HRH1,ENSG00000067596,ENST00000262415|ENST00000540306|ENST00000587044|ENST00000587574|ENST00000588996|ENST00000589898|ENST00000592258|ENST00000605777|ENST00000650571|ENST00000872044,ENSP00000262415|ENSP00000437886|ENSP00000465178|ENSP00000466900|ENSP00000467834|ENSP00000496923|ENSP00000542103|ENSP00000542104|ENSP00000628263|ENSP00000628264,Q14562,Q86YB2|K7END7|F5H658|B7Z8F4|Q05CV4,HRH1_HUMAN,1659,NM_001302623.3|NM_001322216.2|NM_001322217.2|NM_001322218.3|NM_001322219.2|NM_001322220.3|NM_001322221.2|NM_004941.3|NR_136225.2|NR_136226.2,NP_001289552.1|NP_001309145.1|NP_001309146.1|NP_001309147.1|NP_001309148.1|NP_001309149.1|NP_001309150.1|NP_004932.1,NC_000017.11|NC_060941.1,2749,600396,PA27231,9606.ENSP00000380247,2EQS|3I4U|5MQF|5XJC|6HYS|6HYT|6HYU|6ICZ|6QDV|7W59|7W5A|7W5B|8C6J|9FMD,3.6.4.13,IPR001650|IPR002464|IPR003029|IPR007502|IPR011545|IPR011709|IPR012340|IPR014001|IPR027417|IPR042035,PF00270|PF00271|PF00575|PF04408|PF07717|PF21010,PS50126|PS51192|PS51194,17,43483865.0,43610338.0,1.0,487,Cell membrane,9606,3628.0,,reactome:R-HSA-72163|reactome:R-HSA-72172|reactome:R-HSA-72203|reactome:R-HSA-8953854
ABL1,ABL1,"ABL proto-oncogene 1, non-receptor tyrosine kinase","This gene is a protooncogene that encodes a protein tyrosine kinase involved in a variety of cellular processes, including cell division, adhesion, differentiation, and response to stress. The activity of the protein is negatively regulated by its SH3 domain, whereby deletion of the region encoding this domain results in an oncogene. The ubiquitously expressed protein has DNA-binding activity that is regulated by CDC2-mediated phosphorylation, suggesting a cell cycle function. This gene has been found fused to a variety of translocation partner genes in various leukemias, most notably the t(9;22) translocation that results in a fusion with the 5' end of the breakpoint cluster region gene (BCR; MIM:151410). Alternative splicing of this gene results in two transcript variants, which contain alternative first exons that are spliced to the remaining common exons. [provided by RefSeq, Aug 2014].",protein-coding,ABL|BCR-ABL|CHDSKM|JTK7|bcr/abl|c-ABL|c-ABL1|p150|v-abl,ABL protooncogene 1 nonreceptor tyrosine kinase|Abelson tyrosine-protein kinase 1|BCR-ABL1 p190|BCR/ABL e8a2 fusion|BCR/ABL1 e1a2 fusion protein,ENSG00000097007,ENST00000318560|ENST00000372348|ENST00000393293|ENST00000929253|ENST00000929254|ENST00000929255,ENSP00000323315|ENSP00000361423|ENSP00000376971|ENSP00000599312|ENSP00000599313|ENSP00000599314,P00519,R4GRW0|Q59FK4,ABL1_HUMAN,25,NM_005157.6|NM_007313.3,NP_005148.2|NP_009297.2,NC_000009.12|NC_060933.1|NG_012034.1,76,189980,PA24413,9606.ENSP00000361423,1AB2|1AWO|1BBZ|1JU5|1OPL|1ZZP|2ABL|2E2B|2F4J|2FO0|2G1T|2G2F|2G2H|2G2I|2GQG|2HIW|2HYY|2HZ0|2HZ4|2HZI,2.7.10.2,IPR000719|IPR000980|IPR001245|IPR001452|IPR011009|IPR015015|IPR017441|IPR035837|IPR036028|IPR036860,PF00017|PF00018|PF07714|PF08919,PS50001|PS50002|PS50011,9,130713043.0,130887675.0,1.0,1130,"Cytoplasm, cytoskeleton|Nucleus|Mitochondrion",9606,3783.0,ABL (gene),biocarta:arfpathway|biocarta:atmpathway|biocarta:g1pathway|biocarta:lis1pathway|kegg:hsa04012|kegg:hsa04014|kegg:hsa04110|kegg:hsa04360|kegg:hsa04722|netpath:Pathway_Alpha6Beta4Integrin|netpath:Pathway_EGFR1|netpath:Pathway_KitReceptor|netpath:Pathway_TCR|pid:ajdiss_2pathway|pid:atm_pathway|pid:lis1pathway|pid:p53regulationpathway|pid:p73pathway|wikipathways:WP1530|wikipathways:WP1545|wikipathways:WP1742|wikipathways:WP179|wikipathways:WP1984
EGFR,EGFR,epidermal growth factor receptor,"The protein encoded by this gene is a transmembrane glycoprotein that is a member of the protein kinase superfamily. This protein is a receptor for members of the epidermal growth factor family. EGFR is a cell surface protein that binds to epidermal growth factor, thus inducing receptor dimerization and tyrosine autophosphorylation leading to cell proliferation. Mutations in this gene are associated with lung cancer. EGFR is a component of the cytokine storm which contributes to a severe form of Coronavirus Disease 2019 (COVID-19) resulting from infection with severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). [provided by RefSeq, Jul 2020].",protein-coding,ERBB|ERBB1|ERRP|HER1|NISBD2|NNCIS|PIG61|mENA,EGFR vIII|avian erythroblastic leukemia viral (v-erb-b) oncogene homolog|cell growth inhibiting protein 40|cell proliferation-inducing protein 61|epidermal growth factor receptor,ENSG00000146648,ENST00000275493|ENST00000342916|ENST00000344576|ENST00000420316|ENST00000450046|ENST00000455089|ENST00000459688|ENST00000463948|ENST00000485503|ENST00000700144,ENSP00000275493|ENSP00000342376|ENSP00000345973|ENSP00000413354|ENSP00000413843|ENSP00000415559|ENSP00000514824|ENSP00000568258|ENSP00000568259|ENSP00000568260,P00533,C9JYS6|Q504U8|B7Z2I3|E7BSV0|F2YGG7,EGFR_HUMAN,1956,NM_001346897.2|NM_001346898.2|NM_001346899.2|NM_001346900.2|NM_001346941.2|NM_005228.5|NM_201282.2|NM_201283.2|NM_201284.2|XM_047419952.1,NP_001333826.1|NP_001333827.1|NP_001333828.1|NP_001333829.1|NP_001333870.1|NP_005219.2|NP_958439.1|NP_958440.1|NP_958441.1|XP_047275908.1,NC_000007.14|NC_060931.1|NG_007726.3,3236,131550,PA7360,9606.ENSP00000275493,1IVO|1M14|1M17|1MOX|1NQL|1XKK|1YY9|1Z9I|2EB2|2EB3|2GS2|2GS6|2GS7|2ITN|2ITO|2ITP|2ITQ|2ITT|2ITU|2ITV,2.7.10.1,IPR000494|IPR000719|IPR001245|IPR006211|IPR006212|IPR008266|IPR009030|IPR011009|IPR016245|IPR017441,PF00757|PF01030|PF07714|PF14843|PF21314,PS50011,7,55018820.0,55211628.0,1.0,1210,Cell membrane|Endoplasmic reticulum membrane|Golgi apparatus membrane,9606,74545.0,Epidermal growth factor receptor,biocarta:agrpathway|biocarta:at1rpathway|biocarta:cardiacegfpathway|biocarta:cblpathway|biocarta:egfpathway|kegg:hsa04010|kegg:hsa04012|kegg:hsa04014|kegg:hsa04015|kegg:hsa04020|netpath:Pathway_Alpha6Beta4Integrin|netpath:Pathway_AndrogenReceptor|netpath:Pathway_EGFR1|netpath:Pathway_Gastrin|netpath:Pathway_Leptin|pid:a6b1_a6b4_integrin_pathway|pid:ajdiss_2pathway|pid:arf6_pathway|pid:ecadherin_keratinocyte_pathway|pid:ecadherin_stabilization_pathway|smpdb:SMP00463|smpdb:SMP00472|smpdb:SMP00473|smpdb:SMP00474|smpdb:SMP00475|wikipathways:WP138|wikipathways:WP2261|wikipathways:WP2324|wikipathways:WP2363|wikipathways:WP2431
BRAF,BRAF,"B-Raf proto-oncogene, serine/threonine kinase","This gene encodes a protein belonging to the RAF family of serine/threonine protein kinases. This protein plays a role in regulating the MAP kinase/ERK signaling pathway, which affects cell division, differentiation, and secretion. Mutations in this gene, most commonly the V600E mutation, are the most frequently identified cancer-causing mutations in melanoma, and have been identified in various other cancers as well, including non-Hodgkin lymphoma, colorectal cancer, thyroid carcinoma, non-small cell lung carcinoma, hairy cell leukemia and adenocarcinoma of lung. Mutations in this gene are also associated with cardiofaciocutaneous, Noonan, and Costello syndromes, which exhibit overlapping phenotypes. A pseudogene of this gene has been identified on the X chromosome. [provided by RefSeq, Aug 2017].",protein-coding,B-RAF1|B-raf|BRAF-1|BRAF1|NS7|RAFB1,94 kDa B-raf protein|B-Raf proto-oncogene serine/threonine-protein kinase (p94)|B-Raf serine/threonine-protein|murine sarcoma viral (v-raf) oncogene homolog B1|proto-oncogene B-Raf,ENSG00000157764,ENST00000288602|ENST00000469930|ENST00000479537|ENST00000496384|ENST00000497784|ENST00000642228|ENST00000642272|ENST00000642808|ENST00000642875|ENST00000643356,ENSP00000288602|ENSP00000418033|ENSP00000419060|ENSP00000420119|ENSP00000493543|ENSP00000493678|ENSP00000493783|ENSP00000494784|ENSP00000495132|ENSP00000495858,P15056,H7C560|A0A2U3TZI2|A0A2R8Y8E0|A0A2R8Y679|A0A2R8Y492,BRAF_HUMAN,673,NM_001354609.2|NM_001374244.1|NM_001374258.1|NM_001378467.1|NM_001378468.1|NM_001378469.1|NM_001378470.1|NM_001378471.1|NM_001378472.1|NM_001378473.1,NP_001341538.1|NP_001361173.1|NP_001361187.1|NP_001365396.1|NP_001365397.1|NP_001365398.1|NP_001365399.1|NP_001365400.1|NP_001365401.1|NP_001365402.1,NC_000007.14|NC_060931.1|NG_007873.3,1097,164757,PA25408,9606.ENSP00000419060,1UWH|1UWJ|2FB8|2L05|3C4C|3D4Q|3IDP|3II5|3NY5|3OG7|3PPJ|3PPK|3PRF|3PRI|3PSB|3PSD|3Q4C|3Q96|3SKC|3TV4,2.7.11.1,IPR000719|IPR001245|IPR002219|IPR003116|IPR008271|IPR011009|IPR017441|IPR020454|IPR029071|IPR046349,PF00130|PF02196|PF07714,PS50011|PS50081|PS50898,7,140719327.0,140924976.0,-1.0,766,Nucleus|Cytoplasm|Cell membrane,9606,3197.0,BRAF (gene),kegg:hsa04010|kegg:hsa04012|kegg:hsa04015|kegg:hsa04024|kegg:hsa04062|pid:cd8tcrdownstreampathway|pid:cdc42_pathway|pid:erbb1_downstream_pathway|pid:fak_pathway|pid:mapktrkpathway|reactome:R-HSA-1295596|reactome:R-HSA-162582|reactome:R-HSA-162582|reactome:R-HSA-1643685|reactome:R-HSA-166520|smpdb:SMP00320|smpdb:SMP00321|wikipathways:WP185|wikipathways:WP2032|wikipathways:WP2253|wikipathways:WP2261|wikipathways:WP23
ERBB2,ERBB2,erb-b2 receptor tyrosine kinase 2,"This gene encodes a member of the epidermal growth factor (EGF) receptor family of receptor tyrosine kinases. This protein has no ligand binding domain of its own and therefore cannot bind growth factors. However, it does bind tightly to other ligand-bound EGF receptor family members to form a heterodimer, stabilizing ligand binding and enhancing kinase-mediated activation of downstream signalling pathways, such as those involving mitogen-activated protein kinase and phosphatidylinositol-3 kinase. Allelic variations at amino acid positions 654 and 655 of isoform a (positions 624 and 625 of isoform b) have been reported, with the most common allele, Ile654/Ile655, shown here. Amplification and/or overexpression of this gene has been reported in numerous cancers, including breast and ovarian tumors. Alternative splicing results in several additional transcript variants, some encoding different isoforms and others that have not been fully characterized. [provided by RefSeq, Jul 2008].",protein-coding,CD340|HER-2|HER-2/neu|HER2|MLN 19|MLN-19|NEU|NGL|TKR1|VSCN2|c-ERB-2|c-ERB2|p185(erbB2),c-erb B2/neu protein|herstatin|human epidermal growth factor receptor 2|metastatic lymph node gene 19 protein|neuro/glioblastoma derived oncogene homolog,ENSG00000141736,ENST00000269571|ENST00000445658|ENST00000578199|ENST00000578373|ENST00000578502|ENST00000578630|ENST00000578709|ENST00000580074|ENST00000582648|ENST00000582788,ENSP00000269571|ENSP00000404047|ENSP00000462024|ENSP00000462438|ENSP00000462808|ENSP00000463002|ENSP00000463427|ENSP00000463714|ENSP00000463719|ENSP00000464252,P04626,F5H1T4|B4DTR1|X5DNK3|J3QLU9|J3KTI5,ERBB2_HUMAN,2064,NM_001005862.3|NM_001289936.2|NM_001289937.2|NM_001289938.2|NM_001382782.1|NM_001382783.1|NM_001382784.1|NM_001382785.1|NM_001382786.1|NM_001382787.1,NP_001005862.1|NP_001276865.1|NP_001276866.1|NP_001276867.1|NP_001369711.1|NP_001369712.1|NP_001369713.1|NP_001369714.1|NP_001369715.1|NP_001369716.1,NC_000017.11|NC_060941.1|NG_007503.1,3430,164870,PA27844,9606.ENSP00000269571,1MFG|1MFL|1MW4|1N8Z|1QR1|1S78|2A91|2JWA|2KS1|2L4K|2N2A|3BE1|3H3B|3MZW|3N85|3PP0|3RCD|3WLW|3WSQ|4GFU,2.7.10.1,IPR000494|IPR000719|IPR001245|IPR006211|IPR006212|IPR008266|IPR009030|IPR011009|IPR016245|IPR017441,PF00757|PF01030|PF07714|PF14843|PF21314,PS50011,17,39687914.0,39730426.0,1.0,1255,"Cell membrane|Cell projection, ruffle membrane",9606,3273.0,HER2/neu,biocarta:her2pathway|biocarta:tffpathway|kegg:hsa04010|kegg:hsa04012|kegg:hsa04020|kegg:hsa04066|kegg:hsa04151|netpath:Pathway_Alpha6Beta4Integrin|netpath:Pathway_EGFR1|netpath:Pathway_IL6|netpath:Pathway_Leptin|netpath:Pathway_Oncostatin_M|pid:a6b1_a6b4_integrin_pathway|pid:erbb2erbb3pathway|pid:erbb4_pathway|pid:erbb_network_pathway|pid:myc_represspathway|reactome:R-HSA-1227986|reactome:R-HSA-1227986|reactome:R-HSA-1227990|reactome:R-HSA-1250196|reactome:R-HSA-1250196|smpdb:SMP00463|smpdb:SMP00582|wikipathways:WP2034|wikipathways:WP2037|wikipathways:WP2261|wikipathways:WP2814|wikipathways:WP2817
ALK,ALK,ALK receptor tyrosine kinase,"This gene encodes a receptor tyrosine kinase, which belongs to the insulin receptor superfamily. This protein comprises an extracellular domain, an hydrophobic stretch corresponding to a single pass transmembrane region, and an intracellular kinase domain. It plays an important role in the development of the brain and exerts its effects on specific neurons in the nervous system. This gene has been found to be rearranged, mutated, or amplified in a series of tumours including anaplastic large cell lymphomas, neuroblastoma, and non-small cell lung cancer. The chromosomal rearrangements are the most common genetic alterations in this gene, which result in creation of multiple fusion genes in tumourigenesis, including ALK (chromosome 2)/EML4 (chromosome 2), ALK/RANBP2 (chromosome 2), ALK/ATIC (chromosome 2), ALK/TFG (chromosome 3), ALK/NPM1 (chromosome 5), ALK/SQSTM1 (chromosome 5), ALK/KIF5B (chromosome 10), ALK/CLTC (chromosome 17), ALK/TPM4 (chromosome 19), and ALK/MSN (chromosome X).[provided by RefSeq, Jan 2011].",protein-coding,ALK1|CD246|NBLST3,ALK tyrosine kinase receptor|CD246 antigen|anaplastic lymphoma receptor tyrosine kinase|mutant anaplastic lymphoma kinase,ENSG00000171094,ENST00000389048|ENST00000431873|ENST00000453137|ENST00000498037|ENST00000618119|ENST00000638605|ENST00000642122,ENSP00000373700|ENSP00000387488|ENSP00000414027|ENSP00000482733|ENSP00000493203,Q9UM73,B6D4Y2|A0A0K2YUJ3|E7EPW7|H7BZ33|A0A087WZL3,ALK_HUMAN,238,NM_001353765.2|NM_004304.5|XM_054341245.1|XR_001738688.3|XR_008486309.1,NP_001340694.1|NP_004295.2|XP_054197220.1,NC_000002.12|NC_060926.1|NG_009445.1,427,105590,PA24719,9606.ENSP00000373700,2KUP|2KUQ|2XB7|2XBA|2XP2|2YFX|2YHV|2YJR|2YJS|2YS5|2YT2|3AOX|3L9P|3LCS|3LCT|4ANL|4ANQ|4ANS|4CCB|4CCU,2.7.10.1,IPR000719|IPR000998|IPR001245|IPR002011|IPR002172|IPR008266|IPR011009|IPR013320|IPR017441|IPR020635,PF00629|PF07714|PF12810,PS50011|PS50060,2,29192774.0,29921586.0,-1.0,1620,Cell membrane,9606,68387.0,Anaplastic lymphoma kinase,kegg:hsa05200|kegg:hsa05223|kegg:hsa05235|reactome:R-HSA-162582|reactome:R-HSA-162582|reactome:R-HSA-1643685|reactome:R-HSA-201556|reactome:R-HSA-201556|wikipathways:WP2848|wikipathways:WP4255
JAK2,JAK2,Janus kinase 2,"This gene encodes a non-receptor tyrosine kinase that plays a central role in cytokine and growth factor signalling. The primary isoform of this protein has an N-terminal FERM domain that is required for erythropoietin receptor association, an SH2 domain that binds STAT transcription factors, a pseudokinase domain and a C-terminal tyrosine kinase domain. Cytokine binding induces autophosphorylation and activation of this kinase. This kinase then recruits and phosphorylates signal transducer and activator of transcription (STAT) proteins. Growth factors like TGF-beta 1 also induce phosphorylation and activation of this kinase and translocation of downstream STAT proteins to the nucleus where they influence gene transcription. Mutations in this gene are associated with numerous inflammatory diseases and malignancies. This gene is a downstream target of the pleiotropic cytokine IL6 that is produced by B cells, T cells, dendritic cells and macrophages to produce an immune response or inflammation. Disregulation of the IL6/JAK2/STAT3 signalling pathways produces increased cellular proliferation and myeloproliferative neoplasms of hematopoietic stem cells. A nonsynonymous mutation in the pseudokinase domain of this gene disrupts the domains inhibitory effect and results in constitutive tyrosine phosphorylation activity and hypersensitivity to cytokine signalling. This gene and the IL6/JAK2/STAT3 signalling pathway is a therapeutic target for the treatment of excessive inflammatory responses to viral infections. Alternative splicing results in multiple transcript variants encoding distinct isoforms. [provided by RefSeq, Jul 2020].",protein-coding,JTK10,JAK-2|Janus kinase 2 (a protein tyrosine kinase)|tyrosine-protein kinase JAK2,ENSG00000096968,ENST00000381652|ENST00000476574|ENST00000487310|ENST00000636127|ENST00000870320|ENST00000870321|ENST00000870322|ENST00000870323|ENST00000870324|ENST00000870325,ENSP00000371067|ENSP00000489812|ENSP00000490624|ENSP00000540379|ENSP00000540380|ENSP00000540381|ENSP00000540382|ENSP00000540383|ENSP00000540384|ENSP00000633996,O60674,B4DYV1|A8K910|A0A1B0GVR5|A0A1B0GTR9,JAK2_HUMAN,3717,NM_001322194.2|NM_001322195.2|NM_001322196.2|NM_001322198.2|NM_001322199.2|NM_001322204.2|NM_004972.4|NR_169763.1|NR_169764.1,NP_001309123.1|NP_001309124.1|NP_001309125.1|NP_001309127.1|NP_001309128.1|NP_001309133.1|NP_004963.1,NC_000009.12|NC_060933.1|NG_009904.1,6192,147796,PA29989,9606.ENSP00000371067,2B7A|2W1I|2XA4|3E62|3E63|3E64|3FUP|3IO7|3IOK|3JY9|3KCK|3KRR|3LPB|3Q32|3RVG|3TJC|3TJD|3UGC|3ZMM|4AQC,2.7.10.2,IPR000299|IPR000719|IPR000980|IPR001245|IPR008266|IPR011009|IPR011993|IPR016251|IPR017441|IPR019748,PF07714|PF17887|PF18377|PF18379|PF21990,PS50001|PS50011|PS50057,9,4984390.0,5129948.0,1.0,1132,Endomembrane system|Cytoplasm|Nucleus,9606,21033.0,Janus kinase 2,biocarta:biopeptidespathway|biocarta:eponfkbpathway|biocarta:epopathway|biocarta:ghpathway|biocarta:gleevecpathway|kegg:hsa04062|kegg:hsa04151|kegg:hsa04217|kegg:hsa04550|kegg:hsa04630|netpath:Pathway_EGFR1|netpath:Pathway_Gastrin|netpath:Pathway_IL11|netpath:Pathway_IL3|netpath:Pathway_IL4|pid:cxcr4_pathway|pid:endothelinpathway|pid:epopathway|pid:erbb2erbb3pathway|pid:erbb4_pathway|reactome:R-HSA-1059683|reactome:R-HSA-1059683|reactome:R-HSA-109582|reactome:R-HSA-110056|reactome:R-HSA-112409|wikipathways:WP127|wikipathways:WP2032|wikipathways:WP2034|wikipathways:WP2037|wikipathways:WP2112
